Grape,Country,Wine name,Wine rating average,Wine ratings count
Pinot Noir,fr,Echezeaux Grand Cru,4.3,338
Pinot Noir,fr,Charmes-Chambertin Grand Cru,4.3,331
Pinot Noir,fr,Meursault 1er Cru 'Charmes',4.3,242
Pinot Noir,fr,Annonciade Champagne,4.3,137
Pinot Noir,fr,Margaux (Grand Cru Classé),4.2,15699
Pinot Noir,fr,Châteauneuf-du-Pape,4.2,13917
Pinot Noir,fr,Pomerol,4.2,11645
Pinot Noir,fr,La Chapelle de La Mission Haut-Brion Pessac-Léognan,4.2,6754
Pinot Noir,fr,Aile d'Argent Blanc Bordeaux,4.2,4790
Pinot Noir,fr,Châteauneuf-du-Pape Chaupin,4.2,4483
Pinot Noir,fr,Vieilles Vignes Meursault,4.2,1426
Pinot Noir,fr,Chambolle-Musigny Les Baudes,4.2,525
Pinot Noir,fr,Cuvée Extase Blanc de Blancs Champagne Grand Cru,4.2,231
Pinot Noir,fr,Clos des Porrets Nuits-Saint-Georges 1er Cru,4.1,3063
Pinot Noir,fr,Nuits-Saint-Georges 1er Cru Les Damodes,4.1,793
