Grape,Country,Wine name,Wine rating average,Wine ratings count
Chardonnay,fr,Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',4.5,484
Chardonnay,fr,Bienvenues-Bâtard-Montrachet Grand Cru,4.5,480
Chardonnay,fr,Romanée-Saint-Vivant Grand Cru,4.5,463
Chardonnay,us,Chloe Chardonnay,4.5,458
Chardonnay,us,Red Blend,4.5,457
Chardonnay,it,Barolo Riserva Cannubi 1752,4.5,451
Chardonnay,it,Grande Cuvée I Terlaner,4.5,411
Chardonnay,us,Grace Vineyard Pinot Noir,4.5,385
Chardonnay,it,Es Riserva,4.5,371
Chardonnay,fr,Chambertin-Clos de Bèze Vieilles Vignes Grand Cru,4.5,358
Chardonnay,it,Riserva vecchie viti dei Capalot e delle Brunate Barolo,4.5,338
Chardonnay,us,Finn Pinot Noir,4.5,331
Chardonnay,fr,VV 26 Blanc de Blancs Vieilles Vignes Grand Cru Brut,4.5,314
Chardonnay,fr,Meursault 1er Cru 'Genevrières' Blanc,4.5,311
Chardonnay,fr,Vosne-Romanée 1er Cru Aux Malconsorts Christiane,4.5,309
Chardonnay,it,'Giulio Ferrari' Riserva del Fondatore Rosé,4.5,308
Chardonnay,it,Habemus Lazio Rosso (Etichetta Rossa),4.5,298
Chardonnay,it,NŌ Rosso,4.5,297
Chardonnay,fr,Ermitage l'Ermite Blanc,4.5,296
Chardonnay,it,Quarto Vecchio Amarone della Valpolicella Classico Riserva,4.5,292
Chardonnay,us,Pym-Rae Red Blend,4.5,273
Chardonnay,fr,Vieille Vigne Griottes-Chambertin Grand Cru,4.5,257
Chardonnay,us,Mark Bradford Vineyard Pinot Noir,4.5,254
Chardonnay,fr,Tourmaline Pomerol,4.5,237
Chardonnay,fr,Le Montrachet Grand Cru,4.5,236
Chardonnay,it,Cannubi Barolo,4.5,228
Chardonnay,it,Amarone Senza Titolo,4.5,225
Chardonnay,fr,Vieilles Vignes Mazis-Chambertin Grand Cru,4.5,218
Chardonnay,it,Rocche dell'Annunziata Barolo,4.5,218
Chardonnay,it,Cabochon Doppio Zero,4.5,217
Chardonnay,fr,Bâtard-Montrachet Grand Cru,4.5,214
Chardonnay,fr,Charlemagne Grand Cru,4.5,201
Chardonnay,it,Vigna del Suolo Brunello di Montalcino,4.5,201
Chardonnay,fr,Puligny-Montrachet Premier Cru La Garenne,4.5,200
Chardonnay,fr,Chapelle-Chambertin Grand Cru,4.5,188
Chardonnay,fr,Chambertin Grand Cru,4.5,188
Chardonnay,fr,Hérédita Châteauneuf-du-Pape,4.5,185
Chardonnay,it,Barbaresco Albesani,4.5,183
Chardonnay,fr,Étoile Rosé,4.5,183
Chardonnay,it,Collina Rionda di Serralunga Barolo,4.5,156
Chardonnay,it,Vite Talin Barolo,4.5,131
Chardonnay,it,Rocche di Castiglione Barolo,4.5,131
Chardonnay,fr,Denarius Graves,4.5,129
Chardonnay,fr,Pour Vous Sancerre,4.5,125
Chardonnay,it,Gorgona Rosso,4.5,119
Chardonnay,us,Bentrock Vineyard Chardonnay,4.5,118
Chardonnay,it,Fossati Barolo,4.5,116
Chardonnay,it,Regina del Bosco R.Quarantottomesi,4.5,109
Chardonnay,fr,Vosne-Romanée Premier Cru Les Petits Monts,4.5,105
Chardonnay,fr,Vieux Marc de Bandol,4.5,102
Chardonnay,it,Bruno Lunelli Riserva,4.5,96
Chardonnay,it,Duna Mirante Primitivo di Manduria,4.5,96
Chardonnay,fr,Cuvée Madame Barsac,4.5,94
Chardonnay,it,Rosso,4.5,88
Chardonnay,it,Ciliegio Amarone della Valpolicella,4.5,76
Chardonnay,md,Academia Purcari Rară Neagră,4.5,73
Chardonnay,fr,Cuvée Ernest Riesling Alsace Sélection de Grains Nobles,4.5,68
Chardonnay,au,802.A Superblend,4.5,66
Chardonnay,it,Petrucci Melo,4.5,61
Chardonnay,fr,Chambolle-Musigny 1er Cru 'Les Amoureuses',4.5,59
Chardonnay,it,Raut Lagrein,4.5,58
Chardonnay,fr,Collection Fût de Chêne Brut Champagne Grand Cru 'Ay',4.5,58
Chardonnay,it,Barolo Riserva Speciale Granbussia,4.5,56
Chardonnay,fr,Clos Le Léon Dizy Champagne,4.5,53
Chardonnay,fr,Cuvée des Hussards Vieilles Vignes Brut Champagne Premier Cru,4.5,47
Chardonnay,us,Alpine Hillside Pinot Noir,4.5,46
Chardonnay,fr,Nuits-Saint-Georges 1er Cru 'Aux Murgers',4.5,40
Chardonnay,fr,Vin de Paille,4.5,35
Chardonnay,us,Grenache,4.5,34
Chardonnay,fr,Les Ouvrées Rodin Chambertin-Clos de Bèze Grand Cru,4.5,33
Chardonnay,fr,Charmes-Chambertin Grand Cru,4.5,33
Chardonnay,fr,Le Montrachet Grand Cru,4.5,30
Chardonnay,it,Charity Edition Nebbiolo d'Alba Arione,4.5,29
Chardonnay,it,Recioto della Valpolicella Classico Riserva,4.5,27
Chardonnay,it,Boghis Climat,4.5,27
Chardonnay,us,ARTEMIS Cabernet Sauvignon,4.4,81351
Chardonnay,fr,Pauillac (Grand Cru Classé),4.4,55808
Chardonnay,it,Amarone della Valpolicella Classico,4.4,48329
Chardonnay,ar,Malbec Argentino,4.4,47435
Chardonnay,fr,Pauillac (Grand Cru Classé),4.4,47234
Chardonnay,us,Alexander Valley Cabernet Sauvignon,4.4,46066
Chardonnay,fr,Cos d'Estournel,4.4,43704
Chardonnay,fr,Pauillac (Grand Cru Classé),4.4,39731
Chardonnay,fr,Châteauneuf-du-Pape,4.4,38998
Chardonnay,fr,Pauillac (Grand Cru Classé),4.4,37460
Chardonnay,fr,Brut Cuvée Champagne Rosé,4.4,36681
Chardonnay,it,Castello della Sala Cervaro della Sala,4.4,30203
Chardonnay,fr,Saint-Julien (Grand Cru Classé),4.4,29317
Chardonnay,us,Cabernet Sauvignon,4.4,28544
Chardonnay,ar,Nicolás Catena Zapata,4.4,28227
Chardonnay,fr,Saint-Julien (Grand Cru Classé),4.4,28094
Chardonnay,fr,Pessac-Léognan (Grand Cru Classé de Graves),4.4,27316
Chardonnay,us,Eight Years In The Desert,4.4,27195
Chardonnay,it,Brunello di Montalcino,4.4,25989
Chardonnay,fr,Saint-Émilion Grand Cru (Premier Grand Cru Classé),4.4,24916
Chardonnay,fr,Brut Rosé Champagne,4.4,23241
Chardonnay,it,Pieve Santa Restituta Brunello di Montalcino,4.4,21867
Chardonnay,fr,Brut Rosé Champagne,4.4,21147
Chardonnay,it,Old Vines Primitivo di Manduria,4.4,20904
Chardonnay,ar,Mendoza,4.4,19849
Chardonnay,ar,Bramare Malbec Uco Valley,4.4,19752
Chardonnay,fr,Sauternes (Premier Grand Cru Classé),4.4,19239
Chardonnay,it,Amarone della Valpolicella Classico,4.4,18720
Chardonnay,it,Luce,4.4,17470
Chardonnay,au,St. Henri Shiraz,4.4,17326
Chardonnay,fr,Pavillon Rouge du Château Margaux,4.4,16401
Chardonnay,ar,Gran Corte (VII),4.4,15016
Chardonnay,it,Turriga Isola dei Nuraghi,4.4,14641
Chardonnay,fr,Carruades de Lafite Pauillac,4.4,13866
Chardonnay,fr,Pomerol,4.4,13504
Chardonnay,us,Georges De Latour Private Reserve Cabernet Sauvignon,4.4,12652
Chardonnay,us,Evenstad Reserve Pinot Noir,4.4,11531
Chardonnay,it,Paleo Rosso,4.4,10940
Chardonnay,it,Saffredi,4.4,10499
Chardonnay,fr,Pomerol,4.4,10374
Chardonnay,fr,Corton-Charlemagne Grand Cru,4.4,10296
Chardonnay,it,Guerriero della Terra,4.4,10185
Chardonnay,it,Brunello di Montalcino,4.4,9257
Chardonnay,it,Brunello di Montalcino,4.4,9171
Chardonnay,it,50 & 50,4.4,9157
Chardonnay,fr,Baron de L Pouilly-Fumé,4.4,9002
Chardonnay,it,Bolgheri Superiore,4.4,8918
Chardonnay,it,Quarz Sauvignon,4.4,8884
Chardonnay,it,Toscana I Sodi di San Niccolo,4.4,8853
Chardonnay,fr,Côtes de Bourg,4.4,8249
Chardonnay,fr,Le Petit Mouton de Mouton Rothschild Pauillac,4.4,8214
Chardonnay,it,Siepi,4.4,8129
